actor1	actor2	class
Regina Hall	Chris Brown	1
Pamela Anderson	Jenny McCarthy	1
Jenny McCarthy	Richard Bull	1
Candice Bergen	Wendy Raquel Robinson	1
Candice Bergen	Heather Burns	1
Candice Bergen	Steve Howey	1
Candice Bergen	Amrish Puri	1
Wendy Raquel Robinson	Heather Burns	1
Heather Burns	Ebon Moss-Bachrach	1
Heather Burns	Zoe Lister-Jones	1
Anita Briem	Marco St. John	1
Anita Briem	Laura Spencer	1
Brad Renfro	Austin Nichols	1
Noel Gugliemi	Zach Gilford	1
Noel Gugliemi	Jason Priestley	1
Noel Gugliemi	Roberta Valderrama	1
Noel Gugliemi	David Bianchi	1
Noel Gugliemi	Jenni Rivera	1
Noel Gugliemi	Jorge Diaz	1
Patrick Bergin	Jason Priestley	1
Patrick Bergin	Geneviève Bujold	1
Jane Fonda	Zachary Gordon	1
Jane Fonda	David Hemmings	1
Jane Fonda	Milo O'Shea	1
Enrico Colantoni	Robin Sachs	1
Enrico Colantoni	Nia Long	1
Enrico Colantoni	Blair Underwood	1
Enrico Colantoni	Portia de Rossi	1
Enrico Colantoni	Francis Capra	1
Enrico Colantoni	Jason Dohring	1
Eric Jacobson	Steve Whitmire	1
Steve Whitmire	Steven Mackintosh	1
Steve Whitmire	Jerry Nelson	1
Traci Lords	Costas Mandylor	1
Traci Lords	Sam Waterston	1
Robert Ri'chard	Paris Hilton	1
Robert Ri'chard	Brian Van Holt	1
Matt Malloy	Bruce Altman	1
Matt Malloy	Stacy Edwards	1
Matt Malloy	Jason Dixie	1
Bruce Altman	Walter Masterson	1
Eric Stoltz	Kari Wuhrer	1
Eric Stoltz	Joey Lauren Adams	1
Eric Stoltz	Cameron Bright	1
Eric Stoltz	Phil LaMarr	1
Eric Stoltz	Elizabeth McGovern	1
Eric Stoltz	Brendan Fehr	1
Eric Stoltz	Johnny Pacar	1
Eric Stoltz	Jean-Hugues Anglade	1
Eric Stoltz	Salvator Xuereb	1
Kari Wuhrer	Bethany Joy Lenz	1
Kari Wuhrer	Michael Berryman	1
Kari Wuhrer	Marc Singer	1
Tyra Banks	Izabella Miko	1
Tyra Banks	Bridgette Wilson-Sampras	1
Izabella Miko	Brendan Fehr	1
Izabella Miko	Kerr Smith	1
Madeline Kahn	Dick Van Patten	1
Madeline Kahn	Dom DeLuise	2
Madeline Kahn	Teri Garr	1
Madeline Kahn	Sid Caesar	1
Madeline Kahn	Jim Henson	1
Madeline Kahn	David Huddleston	1
Ian Richardson	Dany Boon	1
Rod Steiger	Emilio Estefan Jr.	1
Rod Steiger	Dan O'Herlihy	1
Rod Steiger	Jack Hawkins	1
Rod Steiger	Karl Malden	1
Lucille Ball	Tom Bosley	1
Tom Bosley	Danneel Ackles	1
Nick Zano	Ali Hillis	1
Joel McHale	Alexa PenaVega	1
Joel McHale	JoBeth Williams	1
Joel McHale	Thomas F. Wilson	1
William Lucking	Lesley Ann Warren	1
Demián Bichir	Shea Whigham	1
Demián Bichir	Gary Stretch	1
Demián Bichir	Alexa PenaVega	1
Demián Bichir	William Xifaras	1
Demián Bichir	Marko Zaror	1
Demián Bichir	Eddie 'Piolin' Sotelo	1
Demián Bichir	Robert Peters	1
Shea Whigham	Gary Stretch	1
Shea Whigham	Shawn Hatosy	1
Shea Whigham	Paul Schneider	1
Shea Whigham	Robert Longstreet	1
Shea Whigham	Cybill Shepherd	1
Gary Stretch	George Newton	1
Valerie Cruz	Will Beinbrink	1
Natalie Imbruglia	Ben Miller	1
José Ferrer	Jack Hawkins	1
José Ferrer	Carroll Baker	1
José Ferrer	Claude Rains	1
T.V. Carpio	Robert Clohessy	1
Robert Clohessy	Mandy Gonzalez	1
Robert Clohessy	J. Smith-Cameron	1
David Belle	Dany Verissimo-Petit	1
Alexa PenaVega	Keenen Ivory Wayans	1
Alexa PenaVega	Jonathan Jackson	1
Alexa PenaVega	Emily Osment	1
Alexa PenaVega	Paris Hilton	1
Alexa PenaVega	Paul Sorvino	1
Alexa PenaVega	Lew Temple	1
Alexa PenaVega	Marko Zaror	1
Keenen Ivory Wayans	Helen Martin	1
Keenen Ivory Wayans	Robert Townsend	1
John de Lancie	Obba Babatundé	1
John de Lancie	Mark Feuerstein	1
John de Lancie	Johnny Whitworth	1
John de Lancie	Larry Drake	1
Malese Jow	Carter Jenkins	1
Malese Jow	Alfie Allen	1
Malese Jow	Mem Ferda	1
Costas Mandylor	Adrien Dorval	1
Costas Mandylor	Nels Lennarson	1
Costas Mandylor	Natasha Henstridge	1
Costas Mandylor	Angus Macfadyen	1
Costas Mandylor	Gina Holden	1
Costas Mandylor	Jimmy Jean-Louis	1
Costas Mandylor	Betsy Russell	1
Costas Mandylor	Shawnee Smith	3
Costas Mandylor	George Newbern	1
Costas Mandylor	Scott Patterson	1
Costas Mandylor	Leigh Whannell	1
Adrien Dorval	Nels Lennarson	1
Kristy Swanson	George Hamilton	1
Henry Thomas	Shawn Hatosy	1
Henry Thomas	Louise Fletcher	1
Henry Thomas	Dee Wallace	1
Henry Thomas	Barbara Hershey	1
Omari Hardwick	Laz Alonso	1
Omari Hardwick	Curtis Armstrong	1
Omari Hardwick	Donald Faison	1
Omari Hardwick	Lorraine Toussaint	1
Laz Alonso	Mehcad Brooks	1
Laz Alonso	Nicholas Gonzalez	1
Laz Alonso	Rhys Coiro	1
Laz Alonso	Chris Brown	2
Laz Alonso	Caity Lotz	1
Ye Liu	Man Li	1
Ye Liu	Yuanyuan Gao	1
Ye Liu	Ryu Kohata	1
Charlie Yeung	James With	1
Charlie Yeung	Siu-Wong Fan	1
Charlie Yeung	Wai-Keung Lau	1
Omar Epps	Nia Long	2
Omar Epps	Tamala Jones	1
Omar Epps	Richard T. Jones	1
Omar Epps	Tatyana Ali	1
Omar Epps	Kevin Williamson	1
Omar Epps	James Shigeta	1
Marcela Mar	Giovanna Mezzogiorno	1
Marcela Mar	Unax Ugalde	1
Giovanna Mezzogiorno	Unax Ugalde	1
Pierre Perrier	Clotilde Hesme	1
Pierre Perrier	Céline Sallette	1
Pierre Perrier	Karl E. Landler	1
Pierre Perrier	Lizzie Brocheré	1
Clotilde Hesme	Céline Sallette	1
Sam Waterston	Isabelle Huppert	1
Sam Waterston	David Huddleston	1
Daniel Kaluuya	Tim McInnerny	1
Daniel Kaluuya	Togo Igawa	1
Daniel Kaluuya	Edgar Arreola	1
Daniel Kaluuya	Bernardo Saracino	1
Tim McInnerny	Togo Igawa	1
Tim McInnerny	Taron Egerton	1
Clea DuVall	Natasha Henstridge	1
Clea DuVall	Eddie Cibrian	1
Clea DuVall	Rebecca De Mornay	1
Clea DuVall	Ted Raimi	1
Clea DuVall	Eddie Spears	1
Daniel Roebuck	Ione Skye	1
Daniel Roebuck	Frankie Muniz	2
Daniel Roebuck	Chris Gauthier	1
Daniel Roebuck	Eddie Griffin	1
Daniel Roebuck	Brendan Fehr	1
Daniel Roebuck	Kerr Smith	1
Daniel Roebuck	Ossie Davis	1
Daniel Roebuck	Ella Joyce	1
Julia Nickson	Martin Kove	1
Martin Kove	William Zabka	1
Martin Kove	William Bassett	1
Martin Kove	Mario Van Peebles	1
Martin Kove	David Raizor	1
Martin Kove	Cody Howard	1
Mel Blanc	Dickie Jones	1
Mel Blanc	Cliff Edwards	1
Dickie Jones	Cliff Edwards	1
Isabelle Huppert	Catherine Deneuve	1
Isabelle Huppert	François Cluzet	1
Isabelle Huppert	James Biberi	1
Isabelle Huppert	Michel Serrault	1
Isabelle Huppert	Emmanuelle Riva	1
Isabelle Huppert	Jean-Louis Trintignant	1
Isabelle Huppert	Emmanuelle Béart	1
Daniel Mays	Bill Bailey	1
Daniel Mays	Eros Vlahos	1
Rob Brown	Michael Nouri	1
Michael Nouri	Cynthia Rhodes	1
Michael Nouri	Lee Ving	1
Michael Nouri	Brenda Vaccaro	1
Judith Chapman	Lillian Adams	1
Judith Chapman	Chelsea Bond	1
Lillian Adams	Chelsea Bond	1
Wilford Brimley	Richard Masur	1
Wilford Brimley	David Clennon	1
Wilford Brimley	Lauren Ambrose	1
Wilford Brimley	Frank Gerrish	1
Wilford Brimley	Rick Macy	1
Augustus Prew	Charlie Tahan	1
Augustus Prew	Valerie Tian	1
Augustus Prew	Donald Faison	1
Charlie Tahan	Valerie Tian	1
Charlie Tahan	Andrew Dice Clay	1
Dax Flame	Kirby Bliss Blanton	1
Dax Flame	Oliver Cooper	1
Clarke Peters	Dylan Moran	1
Clarke Peters	Luke Bracey	1
Dylan Moran	Iddo Goldberg	1
Dylan Moran	India de Beaufort	1
Dylan Moran	Peter Serafinowicz	1
Masi Oka	Sendhil Ramamurthy	1
Geoffrey Holder	Yaphet Kotto	1
Geoffrey Holder	Clifton James	1
Richard Burton	Roddy McDowall	1
Richard Burton	Linda Blair	1
Richard Burton	Richard Beymer	1
Richard Burton	Eddie Albert	1
Richard Burton	Victor Mature	1
Roddy McDowall	Perry King	1
Roddy McDowall	Timothy Van Patten	1
Roddy McDowall	Sal Mineo	1
Roddy McDowall	Paul Williams	1
Roddy McDowall	Claude Akins	1
Roddy McDowall	Gordon Jump	1
Roddy McDowall	John Randolph	1
Roddy McDowall	Walter Pidgeon	1
Roddy McDowall	Barry Fitzgerald	1
Reggie Lee	Charice	1
Reggie Lee	Robert John Burke	1
Mimi Rogers	Cheri Oteri	1
Bono	Slash	1
Bono	The Edge	1
Bono	Larry Mullen Jr.	1
Robert Davi	Anthony Zerbe	1
Robert Davi	Bobbie Phillips	1
Robert Davi	Elizabeth Berkley	1
Robert Davi	Kevin Peter Hall	1
Robert Davi	Elaine Hendrix	1
Robert Davi	Esai Morales	1
Anthony Zerbe	Frank Finlay	1
Anthony Zerbe	Samantha Eggar	1
Fisher Stevens	Debbie Reynolds	1
Fisher Stevens	Lorraine Bracco	1
Fisher Stevens	Mira Sorvino	1
Fisher Stevens	Elizabeth Berkley	1
Fisher Stevens	Jemima West	1
Fisher Stevens	Kip Pardue	1
Fisher Stevens	Perrey Reeves	1
Fisher Stevens	Robert Townsend	1
Fisher Stevens	Melissa Gilbert	1
Jeremy Crutchley	Jared Burke	1
Jeremy Crutchley	Ryan Kruger	1
Tony Chiu Wai Leung	Maggie Cheung	2
Tony Chiu Wai Leung	Takeshi Kaneshiro	1
Tony Chiu Wai Leung	Wei Zhao	1
Tony Chiu Wai Leung	Hye-kyo Song	1
Tony Chiu Wai Leung	Elvis Tsui	1
Maggie Cheung	Don McKellar	1
Maggie Cheung	Béatrice Dalle	1
Debbie Reynolds	Casey Kasem	1
Debbie Reynolds	Nia Vardalos	1
Debbie Reynolds	Rita Moreno	1
Debbie Reynolds	Cyd Charisse	1
Randall Park	Anders Holm	1
Randall Park	Nat Faxon	1
Randall Park	Amy Schumer	1
Randall Park	Josh Segarra	1
Dong-gun Jang	Jed Brophy	1
Dong-gun Jang	Toby Leonard Moore	1
Dong-gun Jang	Nicholas Tse	1
Dong-gun Jang	Min-sik Choi	1
Dong-gun Jang	Bin Won	1
Jed Brophy	Liz Mullane	1
Gavin MacLeod	Bob Hastings	1
Gavin MacLeod	D. David Morin	1
Gavin MacLeod	Hal Linden	1
Dany Boon	Kad Merad	1
Dany Boon	Malonn Lévana	1
Dany Boon	Alice Pol	1
Dany Boon	Michel Galabru	1
Jamel Debbouze	Youssef Hajdi	1
Jamel Debbouze	Mélissa Theuriau	1
Jamel Debbouze	Mathieu Kassovitz	1
Jamel Debbouze	Isabelle Nanty	1
Youssef Hajdi	Mélissa Theuriau	1
Bérénice Bejo	Beth Grant	1
Julian Sands	Lee Evans	1
Julian Sands	Anthony Chau-Sang Wong	1
Julian Sands	Peter Jason	1
Julian Sands	Brian McNamara	1
Julian Sands	Lori Singer	1
Julian Sands	Zach Galligan	1
Julian Sands	Denholm Elliott	1
Julian Sands	Ben Browder	1
Julian Sands	Paula Marshall	1
Lee Evans	Anthony Chau-Sang Wong	1
Anthony Chau-Sang Wong	Simon Yam	1
Mandy Gonzalez	J. Smith-Cameron	1
William Zabka	William Bassett	1
William Bassett	Louise Fletcher	1
William Bassett	Bud Cort	1
Annabeth Gish	Bruce Campbell	1
Jeffrey Weissman	Thomas F. Wilson	2
Thomas F. Wilson	Larry the Cable Guy	1
Thomas F. Wilson	J.J. Cohen	1
Thomas F. Wilson	Megyn Price	1
Thomas F. Wilson	Deborah Foreman	1
Thomas F. Wilson	Clayton Rohner	1
Jerry Ferrara	Scott Elrod	1
Jerry Ferrara	Dan Bilzerian	1
Jerry Ferrara	Tony Devon	1
Jerry Ferrara	Alexa Havins	1
Scott Elrod	Dan Bilzerian	1
Scott Elrod	Kelli Barrett	1
Scott Elrod	Drew Waters	1
Lori Petty	Rosie O'Donnell	1
Lori Petty	Jeff Kober	1
Javier Botet	Jan Cornet	1
Javier Botet	Megan Charpentier	1
Javier Botet	Isabelle Nélisse	1
Javier Botet	Brian Dorton	1
Dustin Fitzsimons	Marcella Lentz-Pope	1
Dustin Fitzsimons	Mark Hengst	1
Dustin Fitzsimons	Debra Lynn Hull	1
Carmen Perez	Sabrina Revelle	1
Carmen Perez	Sachiko Ishida	1
Sabrina Revelle	Sachiko Ishida	1
Kelly Rutherford	Roger Jackson	1
Roger Jackson	David Arquette	1
Roger Jackson	W. Earl Brown	1
Wendy Crewson	Aubrey Poo	1
Terry Kinney	Eric Schweig	1
Terry Kinney	Sean Patrick Thomas	1
Terry Kinney	Fredro Starr	1
Eric Schweig	Christian Campbell	1
Curtis Armstrong	Chris Andrew Ciulla	1
Curtis Armstrong	Mike Muscat	1
Curtis Armstrong	Sean Michael Afable	1
Curtis Armstrong	Erik Estrada	1
Powers Boothe	Jason Douglas	1
Powers Boothe	Dana Delany	1
Powers Boothe	Jasper Cole	1
Powers Boothe	Jon Mack	1
Powers Boothe	Josh Meyers	1
Susan Ward	Matthew Settle	1
Sally Kirkland	Jay O. Sanders	1
Sally Kirkland	Cheryl Penland	1
Sally Kirkland	Amy Madigan	1
Sally Kirkland	Elaine Bromka	1
Sally Kirkland	Alex Emanuel	1
Jay O. Sanders	Cheryl Penland	1
Nia Long	Marisol Nichols	1
Nia Long	Portia de Rossi	1
Nia Long	Mary McCormack	1
Nia Long	Marc Macaulay	1
Nia Long	Evan Ross	1
Matthew Perry	Natasha Henstridge	2
Matthew Perry	David Ramsey	1
Kate Upton	David Thornton	1
Kate Upton	Larry David	1
Krista Allen	Andrew Fiscella	1
Krista Allen	Shantel VanSanten	1
Andrew Fiscella	Shantel VanSanten	1
Andrew Fiscella	Lorna Raver	1
Shantel VanSanten	Julian Morris	1
Shantel VanSanten	John Robinson	1
Joaquim de Almeida	Sam Jaeger	1
Joaquim de Almeida	Mark Moses	1
Joaquim de Almeida	Greg Germann	1
Joaquim de Almeida	Kristoffer Polaha	1
Pink	Mario Lopez	1
Pink	Lino Facioli	1
Mario Lopez	Lino Facioli	1
Nick Cannon	Kaylee DeFer	1
Nick Cannon	Jason Weaver	1
Michael Jai White	Cicely Tyson	1
Michael Jai White	Lamman Rucker	1
Michael Jai White	Celina Jade	1
Michael Jai White	Michael J. Morris	1
Michael Jai White	Lateef Crowder	1
Michael Jai White	Jon Osbeck	1
Michael Jai White	Alex Meraz	1
Michael Jai White	Jillian Murray	1
Aidan Quinn	Rebecca De Mornay	1
Aidan Quinn	Iben Hjejle	1
Aidan Quinn	Paul Freeman	1
Aidan Quinn	Arben Bajraktaraj	1
Aidan Quinn	Jane Adams	1
Aidan Quinn	Ossie Davis	1
Aidan Quinn	Kendrick Cross	1
Aidan Quinn	Sammy Nagi Njuguna	1
Aidan Quinn	John Bell	1
Aidan Quinn	Jim Norton	1
Aidan Quinn	Janet Hubert	1
Lindsay Sloane	Reginald Ballard	1
Lindsay Sloane	Clare Kramer	1
Paul Scheer	Jonathan Morgan Heit	1
Rudy Youngblood	Dalia Hernández	1
Rudy Youngblood	Jonathan Brewer	1
Rudy Youngblood	Glen Powell	1
Rudy Youngblood	Kiowa Gordon	1
Dalia Hernández	Jonathan Brewer	1
Topher Grace	Ellen Burstyn	1
Debra Winger	Roscoe Lee Browne	1
Debra Winger	Riley Smith	1
Roscoe Lee Browne	Christine Cavanaugh	1
Roscoe Lee Browne	John Vernon	1
Roscoe Lee Browne	Philippe Noiret	1
Ebon Moss-Bachrach	Zoe Lister-Jones	1
Gena Rowlands	Deneen Tyler	1
Gena Rowlands	Joy Bryant	1
Gena Rowlands	Catherine Deneuve	1
Gena Rowlands	Kevin Connolly	1
Gena Rowlands	John Cassavetes	1
Gena Rowlands	Britt Ekland	1
Gena Rowlands	Danielle Darrieux	1
Deneen Tyler	Joy Bryant	1
Busy Philipps	Beau Garrett	1
Busy Philipps	Wendell Pierce	1
Busy Philipps	Allison Tolman	1
Johnny Cannizzaro	Steve Schirripa	1
Johnny Cannizzaro	Scott Vance	1
Steve Schirripa	Scott Vance	1
Lorraine Bracco	José Wilker	1
Lorraine Bracco	Sean Connery	1
José Wilker	Sean Connery	1
Sam Trammell	Johnny Lewis	1
Sam Trammell	Ian Whyte	1
Sam Trammell	Amanda Schull	1
Sam Trammell	Rebecca De Mornay	1
Sam Trammell	Shailene Woodley	1
Sam Trammell	Nat Wolff	1
Johnny Lewis	Ian Whyte	1
Johnny Lewis	Scout Taylor-Compton	1
Johnny Lewis	Jason Beghe	1
Johnny Lewis	Margaret Cho	1
Ian Whyte	Texas Battle	1
Macaulay Culkin	John Larroquette	1
Macaulay Culkin	Jonathan Hyde	1
Macaulay Culkin	Eva Amurri Martino	1
Macaulay Culkin	Griffin Dunne	1
Macaulay Culkin	Marilyn Manson	1
John Larroquette	Jonathan Hyde	1
Bobby Lee	Nelson Ascencio	1
Bobby Lee	Jeremy Owen	1
Nelson Ascencio	Jeremy Owen	1
Tom Virtue	Julene Renee	1
Aimee Teegarden	Shenae Grimes-Beech	1
Aimee Teegarden	Zach Gilford	1
Shenae Grimes-Beech	Callum Blue	1
Shenae Grimes-Beech	Henry Ian Cusick	1
Emma Bell	Jacqueline MacInnes Wood	1
Emma Bell	John Doman	1
Emma Bell	Carly Schroeder	1
Angie Dickinson	Lee Marvin	1
Angie Dickinson	Nancy Allen	1
Angie Dickinson	David Margulies	1
Angie Dickinson	Carroll O'Connor	1
Jimmy Fallon	KaDee Strickland	1
Jimmy Fallon	Ione Skye	1
Jimmy Fallon	Beth Grant	1
Jimmy Fallon	Daniel Stern	1
KaDee Strickland	Ione Skye	1
KaDee Strickland	Indiana Evans	1
Bruce Dinsmore	Melissa Altro	1
Bruce Dinsmore	Daniel Brochu	1
Melissa Altro	Daniel Brochu	1
Shaun Weiss	Lane Smith	1
Thomas Horn	Stephen Henderson	1
Stephen Henderson	Susan Blommaert	1
Stephen Henderson	Alice Olivia Clarke	1
Noah Bean	Patti D'Arbanville	1
Noah Bean	Vanessa Aspillaga	1
Patti D'Arbanville	Vanessa Aspillaga	1
Anne Archer	Jason Robards	1
Anne Archer	Nora Dunn	1
Anne Archer	Lois Smith	1
Anne Archer	Amir Talai	1
David Fine	Jesse L. Martin	1
David Fine	Austin Lyon	1
Jesse L. Martin	Dolly Parton	1
Jesse L. Martin	Jeremy Jordan	1
Jimmy Smits	Angela Bettis	1
Jimmy Smits	Carla Gallo	1
Valerie Perri	Carlease Burke	1
Catherine Deneuve	Justin Chambers	1
Catherine Deneuve	Björk	1
Catherine Deneuve	Ronit Elkabetz	1
Catherine Deneuve	Émilie Dequenne	1
Catherine Deneuve	Emmanuelle Béart	1
Catherine Deneuve	Danielle Darrieux	1
Catherine Deneuve	Terence Hill	1
Catherine Deneuve	Jack O'Halloran	1
Catherine Deneuve	Jean-Paul Belmondo	1
Catherine Deneuve	Michel Bouquet	1
Justin Chambers	Robert Pine	1
Andrea Frankle	William Ragsdale	1
David Proval	Travis Myers	1
David Proval	Carmen Argenziano	1
Cliff Robertson	Lillo Brancato	1
Cliff Robertson	Dick Van Patten	1
Cliff Robertson	Tracey Walter	1
Cliff Robertson	Dennis Burkley	1
Cliff Robertson	Claire Bloom	1
Callum Blue	Jesse Borrego	1
Callum Blue	Henry Ian Cusick	1
John Doman	Spencer Treat Clark	1
John Doman	Tom Guiry	1
John Doman	Carly Schroeder	1
Mira Sorvino	Steven Weber	1
Mira Sorvino	Trieu Tran	1
Mira Sorvino	Melissa Gilbert	1
Steven Weber	Amy Yasbeck	1
Dane Cook	Chelan Simmons	1
Dane Cook	Taran Killam	1
Dane Cook	Vanessa Lengies	1
Dane Cook	Riki Lindhome	1
Bobbie Phillips	Elizabeth Berkley	1
Elizabeth Berkley	Robert Townsend	1
Geraldine Chaplin	Oaklee Pendergast	1
Geraldine Chaplin	Julie Christie	1
Geraldine Chaplin	Belén Rueda	1
Geraldine Chaplin	Klaus Kinski	1
Geraldine Chaplin	Fernando Cayo	1
Carol Kane	Isabelle Adjani	1
Carol Kane	Shelley Duvall	1
Carol Kane	André the Giant	1
Isabelle Adjani	Jean-Hugues Anglade	1
James Gammon	Tom Bower	1
Richard Epcar	Patricia Heaton	1
Patricia Heaton	Alex Kendrick	1
Patricia Heaton	Sarah Drew	1
Mathieu Kassovitz	Isabelle Nanty	1
Mathieu Kassovitz	Mark Gatiss	1
Mathieu Kassovitz	Ben Chaplin	1
Mathieu Kassovitz	Sebastian Koch	1
Mathieu Kassovitz	Ulrich Mühe	1
Isabelle Nanty	Christian Clavier	1
Isabelle Nanty	Valérie Lemercier	1
Mary-Kate Olsen	Bob Saget	1
Mary-Kate Olsen	Riley Smith	1
Mary-Kate Olsen	Aaron Yoo	1
Mary-Kate Olsen	Method Man	1
Mary-Kate Olsen	Erik Knudsen	1
Bob Saget	Riley Smith	1
Riley Smith	Doug E. Doug	1
Riley Smith	Jessika Van	1
Andrew Daly	Michelle Krusiec	1
Jeffrey Combs	Bridgette Wilson-Sampras	1
Jeffrey Combs	Dulé Hill	1
Jason Robards	Richard Farnsworth	1
Jason Robards	Michael Horse	1
Jason Robards	L.Q. Jones	1
Jason Robards	Bob Dylan	1
Jason Robards	Slim Pickens	1
Eddie Rouse	Paul Schneider	1
Eddie Rouse	Damian Jewan Lee	1
Tim Guinee	Brighton Sharbino	1
Tim Guinee	Kevin Tighe	1
Tim Guinee	Katie Aselton	1
Tim Guinee	Catherine Bell	1
Bridgette Wilson-Sampras	Matt Ross	1
Bridgette Wilson-Sampras	John Aylward	1
Bridgette Wilson-Sampras	Clyde Kusatsu	1
Matt Ross	John Aylward	1
Matt Ross	Chris Young	1
John Aylward	Paige Turco	1
John Aylward	Matt Hill	1
John Gatins	Lou Saliba	1
John Gatins	Greg Collins	1
Lou Saliba	Greg Collins	1
Sarah Roemer	Aaron Yoo	1
Sarah Roemer	Matthew Knight	1
Aaron Yoo	Method Man	1
Aaron Yoo	Ari Graynor	1
Aaron Yoo	Scott Mechlowicz	1
James Brolin	Zan Marolt	1
James Brolin	Ljubomir Kerekes	1
James Brolin	Kenan Thompson	1
James Brolin	Marco Treviño	1
James Brolin	Jared Gilman	1
Zan Marolt	Ljubomir Kerekes	1
John Mahoney	Frank Vincent	1
John Mahoney	Michael McGlone	1
Takeshi Kaneshiro	Andy Lau	2
Takeshi Kaneshiro	Wei Zhao	1
Takeshi Kaneshiro	Zhengyong Zhang	1
Andy Lau	Sammo Kam-Bo Hung	1
Andy Lau	Andy On	1
Andy Lau	Michael Wong	1
Andy Lau	Terence Yin	1
Andy Lau	Zhengyong Zhang	1
Andy Lau	Anita Mui	1
Andy Lau	Ho-Sung Pak	1
Kang-ho Song	Woo-sung Jung	1
Kang-ho Song	Dal-su Oh	1
François Cluzet	Isabelle Carré	1
François Cluzet	Benoît Magimel	1
François Cluzet	Gilles Lellouche	1
François Cluzet	Michel Serrault	1
François Cluzet	Félix Moati	1
François Cluzet	Marianne Denicourt	1
Tamannaah Bhatia	Anushka Shetty	1
Tamannaah Bhatia	Prabhas	1
Anushka Shetty	Prabhas	1
Arliss Howard	Brooklynn Proulx	1
Arliss Howard	Michelle Nolden	1
Brooklynn Proulx	Michelle Nolden	1
Michelle Nolden	Katharine Isabelle	1
Michelle Nolden	Gabriel Hogan	1
Colin Ferguson	Salli Richardson-Whitfield	1
Atticus Shaffer	Rachel Brosnahan	1
Sean Maher	Michael Hitchcock	1
Robert Vaughn	J.B. Smoove	1
Wei Zhao	Kwok-Kwan Chan	1
Wei Zhao	Karen Mok	1
Eric Winter	Danneel Ackles	1
Eric Winter	Beverly D'Angelo	1
Phil Hartman	Max Casella	1
Phil Hartman	Mindy Sterling	1
Max Casella	Alex Karpovsky	1
Hye-kyo Song	Elvis Tsui	1
Kristen Johnston	Geoff Stults	1
Kristen Johnston	Justin Kirk	1
Blythe Auffarth	Bianca Collins	1
Blythe Auffarth	Jiao Xu	1
Bianca Collins	Jiao Xu	1
Jiao Xu	Yuqi Zhang	1
Jiao Xu	Chi Chung Lam	1
Jeff Kober	Daniella Alonso	1
D.B. Woodside	Daniella Alonso	1
D.B. Woodside	Eduardo Verástegui	1
Daniella Alonso	Eduardo Verástegui	1
Daniella Alonso	Roger Cross	1
Daniella Alonso	Jesse Garcia	1
Eduardo Verástegui	Catalina Sandino Moreno	1
Eduardo Verástegui	Santiago Cabrera	1
Sonia Braga	Kari Matchett	1
Sonia Braga	Marcello Mastroianni	1
Sonia Braga	Joffre Soares	1
Kari Matchett	David Hewlett	1
Kari Matchett	Paul Gross	1
Kari Matchett	Molly Parker	1
Bill Nunn	Lin Shaye	1
Bill Nunn	Tisha Campbell-Martin	1
Bill Nunn	Ossie Davis	1
Beth Grant	Dagmara Dominczyk	1
Beth Grant	Matthew Glave	1
Beth Grant	Jenny Agutter	1
Beth Grant	Greg Germann	1
Beth Grant	Patricia Belcher	1
Beth Grant	Debrianna Mansini	1
Dagmara Dominczyk	Matthew Glave	1
Dagmara Dominczyk	Joseph Cross	1
Dagmara Dominczyk	Donald Faison	1
Dagmara Dominczyk	Angela Sarafyan	1
Dagmara Dominczyk	Jill Clayburgh	1
Mariah Carey	Max Beesley	1
Mariah Carey	Valarie Pettiford	1
Jason Marsden	Marshall Allman	1
Jason Marsden	Eric Lange	1
Richard Masur	David Clennon	1
David Clennon	Dana Delany	1
David Clennon	Jane Adams	1
Nolan Gerard Funk	Gil Bellows	1
Nolan Gerard Funk	Gus Van Sant	1
Nolan Gerard Funk	James Deen	1
Gregory Scott Cummins	Claudia Stedelin	1
Gregory Scott Cummins	Ted Markland	1
Claudia Stedelin	Ted Markland	1
Usher Raymond	Leonor Varela	1
Usher Raymond	Sean Kingston	1
Usher Raymond	Boys II Men	1
Leonor Varela	Luke Perry	1
Leonor Varela	Tenoch Huerta	1
Leonor Varela	Sydelle Noel	1
Leonor Varela	Justin Baldoni	1
Harry Treadaway	Jason Maza	1
Mike Howard	Jeffrey W. Jenkins	1
Mike Howard	Bruce Goodchild	1
Jeffrey W. Jenkins	Bruce Goodchild	1
Ryan Cartwright	David Walliams	1
Maggie Siff	Nick Robinson	1
Phylicia Rashad	Eddie Cibrian	1
Anthony Simcoe	Christopher James Baker	1
Alexandra Maria Lara	Martina Gedeck	1
Alexandra Maria Lara	Bruno Ganz	1
Alexandra Maria Lara	Omar Metwally	1
Alexandra Maria Lara	Diego Velazquez	1
Patton Oswalt	Neil Flynn	1
Patton Oswalt	Jim Meskimen	1
Patton Oswalt	Collette Wolfe	1
Patton Oswalt	Paula Garcés	1
Neil Flynn	Jim Meskimen	1
Jim Meskimen	Paul F. Tompkins	1
Jim Meskimen	Kevin Breznahan	1
Laura Harring	Marco St. John	1
Laura Harring	Eddie Jemison	1
Laura Harring	Ty Olsson	1
Laura Harring	Kay Panabaker	1
Laura Harring	Jackie Burroughs	1
Tamala Jones	Richard T. Jones	1
Tamala Jones	Dave Foley	1
Tamala Jones	Glenn Plummer	1
Laura-Leigh	Molly C. Quinn	1
