Actor	Facebook likes	Actor Genre
Jerry Brown	3	Documentary
Peter Agnefjall	0	Documentary
Shelly Varod	145	Action
Ralitsa Paskaleva	50	Action
Joe Egan	53	Crime
Glen Murphy	37	Crime
Sofie Gråbøl	108	Documentary
Murray Bartlett	141	Drama
Adrian Gonzalez	69	Drama
Edward Conna	43	Drama
Alexandre Rodrigues	40	Crime
John Simm	472	Comedy
Rus Blackwell	144	Biography
Luis Antonio	80	Biography
Thomas Bo Larsen	74	Drama
Alexandra Rapaport	69	Drama
Hana Shuan	26	Drama
Darren McGavin	577	Comedy
Scott Schwartz	378	Comedy
Perry King	251	Action
Timothy Van Patten	129	Action
François Bégaudeau	15	Drama
Agame Malembo-Emene	2	Drama
Angélica Sancio	0	Drama
Charles Grodin	449	Drama
Terry Walters	390	Drama
Wilson Guerrero	11	Crime
Yenny Paola Vega	6	Crime
Mary Page Keller	157	Comedy
Honor Blackman	387	Action
Gert Fröbe	202	Action
Caleb Landry Jones	463	Horror
Donna Reed	488	Drama
Lionel Barrymore	275	Drama
Micah Sloat	189	Horror
Daoming Chen	10	Drama
Robert Rusler	359	Fantasy
Adelaide Kane	810	Horror
Danielle Kotch	1000	Horror
Victoria Leigh	419	Horror
Mikki Padilla	65	Biography
Dayna Devon	12	Biography
Burl Ives	253	Drama
Jack Carson	110	Drama
Linda Harrison	220	Action
Gregory Sierra	162	Action
Victor Buono	158	Action
Veronica Taylor	88	Action
Eric Stuart	82	Action
Lisa Ortiz	49	Action
Ron Palillo	316	Horror
Vincent Guastaferro	155	Horror
Sessue Hayakawa	119	Adventure
Tonya Lee Williams	175	Adventure
Fred MacMurray	516	Comedy
David White	180	Comedy
Leslie Jordan	805	Fantasy
Erin Gray	307	Fantasy
Tamara Toumanova	18	Thriller
Lila Kedrova	16	Thriller
David Opatoshu	14	Thriller
Lauryn Hill	220	Comedy
LisaGay Hamilton	178	Comedy
Bobby Brown	77	Comedy
Edward Andrews	125	Drama
Deon Richmond	209	Comedy
Countess Vaughn	200	Comedy
Matthew Senreich	11	Animation
Seth Green	0	Animation
Breckin Meyer	0	Animation
Walter Brennan	376	Action
Joyful Drake	233	Comedy
Seamus Davey-Fitzpatrick	140	Drama
Ariane Labed	63	Drama
Athina Rachel Tsangari	48	Drama
John Astin	641	Comedy
Robert Neary	168	Comedy
Angus Scrimm	674	Action
A. Michael Baldwin	174	Action
James Le Gros	135	Action
Clifton Powell	469	Drama
Jessica De Gouw	476	Drama
Lisa Ray	329	Drama
Seema Biswas	31	Drama
Callie Thorne	472	Comedy
David Heyman	51	Comedy
Ann Morgan Guilbert	547	Comedy
Peter Ostrum	240	Family
Jack Albertson	177	Family
Julie Dawn Cole	124	Family
Paula Marshall	222	Fantasy
George Hamilton	341	Comedy
Stuart Margolin	350	Drama
Richard Libertini	180	Drama
Jeff Conaway	844	Comedy
Courtney Love	353	Biography
Grace Gummer	481	Comedy
Nambitha Mpumlwana	64	Crime
Rapulana Seiphemo	29	Crime
Joe Howard	26	Comedy
Robert Noble	24	Comedy
Ji-tae Yu	78	Drama
Robyn Lively	439	Drama
Michael Bolten	399	Drama
Christopher Schmidt	221	Drama
Robb Wells	324	Action
Molly Dunsworth	104	Action
Erick Elias	165	Action
Brianna Brown	331	Drama
Jason Maza	168	Drama
Andrew Rannells	416	Comedy
Megan Hilty	341	Comedy
Lindsey Haun	249	Drama
Bob Ross	197	Comedy
Susan Hampshire	40	Drama
Amanda Mealing	37	Drama
Tim Healy	23	Drama
Kostja Ullmann	38	Comedy
Robert Stadlober	17	Comedy
Johnny Pacar	1000	Drama
Matt Cohen	487	Thriller
Noah Segan	236	Horror
Peter Onorati	56	Comedy
Jim Norton	77	Drama
Neil Hopkins	231	Comedy
Darren Keefe Reiher	27	Comedy
David Douglas	19	Comedy
Kristi Clainos	124	Action
Emily Nelson	47	Action
French Stewart	319	Comedy
Ashley Martin	302	Comedy
Olivia Alexander	73	Comedy
Alex Meraz	606	Action
Jillian Murray	454	Action
Carroll O'Connor	480	Crime
Sarah Rafferty	810	Comedy
Salvatore Santone	382	Comedy
David Bianchi	715	Thriller
John Robinson	375	Drama
Brooke Newton	779	Thriller
Brett Wagner	648	Thriller
Jack Taylor	39	Adventure
Fabio Testi	37	Adventure
Cybill Shepherd	536	Comedy
Matheus Nachtergaele	14	Drama
Othon Bastos	11	Drama
Glenn Ford	416	Comedy
Anthony L. Fernandez	640	Action
Scott Evans	214	Action
Olivia Rose Keegan	216	Drama
Patrick Bauchau	158	Drama
Mia Barron	21	Drama
Greg Crowe	875	Documentary
Tempestt Bledsoe	394	Documentary
Oana Pellea	142	Horror
Maeve Dermody	130	Comedy
Patrick Brammall	96	Comedy
Kelly Paterniti	39	Comedy
Gregory Cruz	234	Action
Allegra Carpenter	29	Action
Isaac Hayes	275	Crime
Paula Jai Parker	247	Crime
Elise Neal	165	Crime
Nehemiah Persoff	105	Comedy
Joe E. Brown	103	Comedy
George Raft	102	Comedy
Terry Kiser	448	Horror
William Butler	181	Horror
Margaret Hamilton	695	Adventure
Terry	421	Adventure
Billie Burke	357	Adventure
Joe Dinicol	192	Horror
Sanjay Dutt	426	Comedy
Patricia Richardson	222	Drama
Vanessa Zima	42	Drama
Kelly Reno	81	Adventure
Hoyt Axton	48	Adventure
Bhavkhandan Singh Rakhra	258	Romance
Neeru Bajwa	85	Romance
Diljit Dosanjh	32	Romance
Frank Hvam	33	Action
Casper Christensen	13	Action
Cesar Romero	370	Adventure
Rijk de Gooyer	20	Comedy
Ariane Schluter	3	Comedy
Henri Garcin	2	Comedy
Esther Williams	675	Drama
Irene Dunne	315	Drama
Judie Aronson	158	Horror
Tom Everett	84	Horror
Kimberly Beck	74	Horror
Joanna Kulig	88	Drama
Agata Trzebuchowska	64	Drama
Agata Kulesza	46	Drama
Laurie Metcalf	549	Comedy
Gerry Lopez	52	Documentary
Gabrielle Reece	52	Documentary
Laird John Hamilton	28	Documentary
Karra Elejalde	123	Horror
Nacho Vigalondo	76	Horror
Bárbara Goenaga	36	Horror
Bo Huang	4	Comedy
Zheng Xu	4	Comedy
Cyd Charisse	390	Comedy
Joe Cross	65	Documentary
Joel Fuhrman	2	Documentary
Amy Badberg	0	Documentary
Barack Obama	871	Documentary
Zackary Steven Graham	118	Documentary
Dinesh D'Souza	67	Documentary
Nancy Kyes	67	Horror
Sal Mineo	450	Action
Melvyn Douglas	189	Drama
Whit Bissell	124	Drama
David Jason Perez	1000	Comedy
La'Princess Jackson	309	Comedy
Dana Hanna	36	Comedy
Jill Flint	294	Comedy
Hanno Pöschl	15	Drama
Hans Weingartner	12	Drama
Dominik Castell	4	Drama
Patrick Huard	50	Action
Michel Côté	16	Action
Jean Pierre Bergeron	6	Action
Jessica Hecht	209	Comedy
Satish Kaushik	56	Drama
Christopher Simpson	41	Drama
Tannishtha Chatterjee	40	Drama
Joshua Ormond	291	Comedy
Ana Gasteyer	215	Comedy
Amanda Plummer	471	Drama
Dayo Okeniyi	478	Comedy
Michael Bower	362	Comedy
Bill Maher	334	Documentary
Tal Bachman	4	Comedy
Steve Burg	0	Comedy
Sheryl Crow	130	Documentary
George W. Bush	125	Documentary
Dustin Lance Black	191	Documentary
Emily Pearson	12	Documentary
Gavin Newsom	5	Documentary
Shriya Saran	315	Comedy
Rüdiger Vogler	10	Horror
Sebastian Blomberg	10	Horror
Tenoch Huerta	35	Drama
Paul T. Taylor	370	Comedy
Cecilia Pillado	625	Comedy
Emmanuel Kabongo	677	Horror
Justine Waddell	201	Drama
Anthony 'Citric' Campos	586	Adventure
Kevin Leslie	159	Crime
Kris Sommerville	109	Crime
Bianca Brigitte VanDamme	663	Comedy
Basil Rathbone	659	Comedy
Red Skelton	226	Comedy
Jossara Jinaro	847	Drama
Rene Rosado	76	Drama
Mindy Sterling	385	Adventure
Leopold Stokowski	16	Animation
Deems Taylor	0	Animation
Nicole Smolen	210	Drama
Sebastian Aguilar	0	Drama
Ivette Alvarez	0	Drama
Richard Brooker	72	Horror
Dana Kimmell	31	Horror
Catherine Parks	20	Horror
Tiffany Helm	42	Horror
Melanie Kinnaman	27	Horror
Dominick Brascia	17	Horror
Kayla Ewell	399	Thriller
Linden Ashby	306	Thriller
Greer Garson	284	Drama
Ethan Peck	800	Drama
Brad Schmidt	708	Drama
Saeed Jaffrey	114	Comedy
Zohra Segal	79	Comedy
Shobu Kapoor	18	Comedy
Rachel Skarsten	371	Action
Daniel Kash	52	Action
Stefanie Drummond	42	Action
Myrna Loy	749	Drama
Jørgen Langhelle	117	Comedy
Per Christian Ellefsen	21	Comedy
Sven Nordin	14	Comedy
Michael Derek	128	Crime
Arturo Castro	22	Crime
Brad Lee Wind	17	Crime
Manuela Velasco	120	Horror
Carlos Lasarte	7	Horror
Martha Higareda	718	Drama
Cheyenne Haynes	650	Drama
Travis Myers	749	Comedy
Carmen Argenziano	338	Mystery
Walter Hendrix III	846	Horror
Michael Chapman	366	Horror
Louise Brealey	260	Horror
Maria Doyle Kennedy	308	Adventure
Shaun O'Hagan	106	Adventure
Daniela Bianchi	201	Action
Phoebe Legere	40	Action
Jessica Dublin	30	Action
Lisa Gaye	14	Action
Alan Autry	360	Crime
Crystal R. Fox	213	Crime
John Beck	66	Comedy
Mews Small	45	Comedy
Maika Monroe	314	Horror
Ruby Harris	189	Horror
Jake Weary	159	Horror
Brock Peters	226	Crime
William Windom	161	Crime
Kjell Nilsson	41	Action
Ho-Sung Pak	75	Action
Alicia Goranson	173	Biography
Jeannetta Arnette	103	Biography
Eric Sheffer Stevens	120	Drama
Julia Taylor Ross	44	Drama
Adam Trese	32	Drama
Ben Davies	690	Drama
T.C. Stallings	341	Drama
Hedy Lamarr	1000	Adventure
Claudette Colbert	380	Romance
Michel Robin	23	Animation
Charles Linton	6	Animation
Béatrice Bonifassi	0	Animation
James Urbaniak	119	Drama
Daniel Tay	92	Biography
Albert Delpy	8	Drama
Marie Pillet	3	Drama
Jorge Salinas	79	Drama
Goya Toledo	35	Drama
Sarah Clarke	482	Drama
Celeste Holm	297	Drama
John Garfield	167	Drama
Shelley Waggener	248	Drama
Lauren Sweetser	179	Drama
Nicholas Aaron	21	Adventure
Brendan Mackey	5	Adventure
Joe Simpson	3	Adventure
Tyrone Power	480	Drama
Najarra Townsend	538	Comedy
Miranda July	244	Comedy
Barney Frank	18	Crime
Gano Grills	147	Action
Richard Portnow	116	Action
Sydelle Noel	349	Crime
Tawny Kitaen	194	Horror
Rose Marie	186	Horror
Sook-Yin Lee	71	Comedy
Peter Stickles	51	Comedy
Raphael Barker	37	Comedy
Ari Folman	56	Animation
Ronny Dayag	0	Animation
Zahava Solomon	0	Animation
Noah Danby	178	Adventure
Kirby Heyborne	69	Adventure
Bruce Newbold	40	Adventure
Dick Cheney	21	Documentary
Donald Rumsfeld	17	Documentary
Austin Lyon	80	Drama
Debrah Farentino	143	Comedy
John F. Kennedy	168	Documentary
Buzz Aldrin	142	Documentary
Neil Armstrong	65	Documentary
Linda Lovelace	218	Biography
Manny Perez	159	Crime
Matt Bennett	189	Comedy
Krysta Rodriguez	131	Comedy
Zack Pearlman	126	Comedy
Jean-Hugues Anglade	164	Drama
Jess Weixler	386	Comedy
Nathan Parsons	357	Comedy
John Hensley	268	Comedy
Jeffrey Falcon	33	Action
Stephane Gauger	3	Action
Kim De Angelo	0	Action
Karisma Kapoor	353	Romance
Bobby Deol	89	Action
Shakti Kapoor	72	Action
Paul Kaye	326	Biography
Kate Magowan	137	Biography
Karl Collins	20	Comedy
Sanjay Mishra	85	Animation
Javed Jaffrey	24	Animation
Chuck Zito	267	Crime
Jansen Panettiere	488	Adventure
Charly Bivona	89	Comedy
Kent McCord	196	Horror
Sarah Douglas	163	Horror
Michelle Hurst	85	Drama
Jordi Vilasuso	160	Drama
Michael McLafferty	152	Drama
Kaiwi Lyman-Mersereau	94	Drama
Lorraine Stanley	418	Thriller
Marlene Forte	395	Thriller
Silvia Colloca	161	Action
Kenneth Nkosi	18	Action
Robert Hobbs	12	Action
Sean Rogerson	113	Horror
Ashleigh Gryzko	103	Horror
Peter McQuinn	121	Comedy
Tommy Knight	94	Comedy
Jemma Curran	47	Comedy
Daniel Baldwin	413	Crime
William Lee Scott	167	Crime
Alice Cooper	674	Documentary
Tim Rice	27	Documentary
Louis Walsh	8	Documentary
Charlotte Rae	430	Comedy
Paul Sheehan	473	Thriller
Kathy Uyen	46	Thriller
Mario Cimarro	453	Action
Ricardo Chavira	372	Action
Rita Hayworth	1000	Crime
Everett Sloane	29	Crime
Ted de Corsia	18	Crime
Mark Rolston	171	Crime
Sunil Narkar	34000	Comedy
Kate Maberly	416	Comedy
Paul Williams	356	Sci-Fi
Lex Barker	57	Horror
Karin Dor	51	Horror
Jon Mack	924	Comedy
Josh Meyers	293	Comedy
Buster Keaton	907	Comedy
Zero Mostel	164	Comedy
Phil Silvers	137	Comedy
Eddie Vedder	562	Documentary
Steve Earle	119	Documentary
Trenton Rostedt	680	Comedy
Wray Crawford	418	Comedy
Dave Sheridan	233	Comedy
Melissa Bolona	11000	Thriller
Michael Aaron Milligan	1000	Thriller
James Chalke	412	Thriller
Paul McGillion	405	Action
Mike 'The Miz' Mizanin	217	Action
David Lewis	164	Action
Erik Palladino	263	Drama
Ahmed Hassan	10	Documentary
Aida Elkashef	5	Documentary
Karl E. Landler	533	Drama
Lizzie Brocheré	323	Drama
Remo	168	Drama
Prabhudheva	71	Drama
Paul McGill	41	Biography
Philippe Petit	27	Biography
Jean-Louis Blondeau	0	Biography
Siobhan Marshall	42	Drama
Peter Feeney	40	Drama
Rachel Nash	3	Drama
Adam Ratcliffe	606	Drama
Patrick Fabian	308	Drama
Kim Hunter	114	Drama
Ana Claudia Talancón	163	Drama
Gina Montana	458	Drama
Dwight Henry	168	Drama
Claude Akins	196	Action
Hansika Motwani	141	Comedy
T.R. Silambarasan	77	Comedy
Brahmanandam	61	Comedy
J.J. Abrams	14000	Comedy
Donald Trump	808	Comedy
Tshewang Dendup	0	Adventure
Lhakpa Dorji	0	Adventure
Sonam Kinga	0	Adventure
Alan Hale Jr.	426	Western
Humphrey Bogart	2000	Drama
Jim Backus	399	Crime
Kimberley Crossman	467	Comedy
Luke Edwards	258	Comedy
Bree Williamson	165	Comedy
Keenan Tracey	108	Action
Nicholas Carella	91	Action
Christian Keyes	761	Comedy
Ludger Pistor	37	Crime
Armin Rohde	34	Crime
Will Estes	461	Drama
CJ Adams	450	Adventure
Erin Pitt	120	Adventure
Matthew Alan	86	Horror
Chris Cleveland	42	Horror
Circus-Szalewski	11	Horror
Gordon Jump	70	Action
John Randolph	67	Action
Sarah Butler	635	Horror
Daniel Franzese	374	Horror
Ally Walker	349	Comedy
Natalie Press	46	Drama
Dean Andrews	34	Drama
Nawazuddin Siddiqui	638	Drama
Jean Arthur	319	Comedy
Ann Miller	302	Comedy
Ben Johnson	230	Western
Victor McLaglen	89	Western
Michael Welch	611	Drama
Marla Gibbs	249	Comedy
Yasmine Al Massri	227	Comedy
Adel Karam	4	Comedy
Nadine Labaki	0	Comedy
Pixie Davies	51	Horror
Alejandro Furth	2	Horror
Ohad Knoller	53	Comedy
Lior Ashkenazi	30	Comedy
Yousef 'Joe' Sweid	27	Comedy
Cindy Williams	324	Drama
Revathy	96	Romance
Jean-Paul Belmondo	710	Crime
Michel Bouquet	21	Crime
Marisa Coughlan	163	Drama
Dustin Ingram	427	Horror
Gage Golightly	253	Horror
Samuel Davis	114	Horror
Donald Gibb	403	Action
Ken Siu	49	Action
Leo Fitzpatrick	202	Drama
Justin Pierce	82	Drama
William Baldwin	436	Comedy
Elizabeth Meriwether	25	Comedy
Owen Kline	18	Comedy
Scott Cohen	378	Comedy
Jennifer Westfeldt	321	Comedy
Brian Stepanek	117	Comedy
Matthew Ziff	260000	Action
T.J. Storm	454	Action
Sam Medina	354	Action
Norman Lloyd	472	Film-Noir
Rhonda Fleming	239	Film-Noir
Leo G. Carroll	82	Film-Noir
Philip Friedman	588	Fantasy
Miguel Sandoval	166	Comedy
Gastón Pauls	22	Crime
Leticia Brédice	7	Crime
Ami Ayalon	0	Documentary
Yuval Diskin	0	Documentary
Yaakov Peri	0	Documentary
Ryan McDonald	42	Drama
Salvator Xuereb	424	Crime
Theresa Russell	243	Drama
Summer Phoenix	76	Drama
Ward G. Smith	393	Action
Lisa Brave	191	Action
Malone Thomas	56	Action
Jessy Schram	813	Comedy
Joel Murray	488	Comedy
Paulette Goddard	309	Comedy
Stanley Blystone	8	Comedy
Fred Malatesta	8	Comedy
Timothy Patrick Quill	158	Comedy
Jim O'Heir	485	Comedy
Jenny O'Hara	189	Drama
Darren E. Burrows	121	Drama
Brian Lee Franklin	38	Drama
John Arcilla	8	Drama
Ronnie Lazaro	7	Drama
Georgina Reilly	98	Horror
Boyd Banks	57	Fantasy
Jaime Zevallos	228	Comedy
Michael Elian	134	Comedy
Morgana O'Reilly	61	Comedy
Bruce Hopkins	46	Comedy
Cameron Rhodes	28	Comedy
Lee Scott	0	Documentary
Jon Hunter	0	Documentary
Matt Hunter	0	Documentary
Nicole Muñoz	199	Drama
Sarah Lind	134	Drama
Kyla Wise	108	Drama
Monica Barladeanu	129	Comedy
Joe Armstrong	98	Comedy
Martin Hancock	71	Comedy
Ashanti	341	Sci-Fi
Amber Marshall	265	Sci-Fi
John DeSantis	146	Sci-Fi
Katrina Law	835	Action
Balthazar Getty	418	Drama
Lydia Hearst	56	Drama
Kiowa Gordon	485	Action
Adriana Caselotti	82	Animation
Billy Gilbert	47	Animation
Lucille La Verne	31	Animation
Mercedes Morán	5	Drama
María Alche	3	Drama
Brigitte Bardot	984	Western
Zak Penn	87	Adventure
Gabriel Beristain	70	Adventure
John Bailey	37	Adventure
Christina Moore	301	Drama
Cullen Douglas	256	Drama
Camren Bicondova	756	Horror
Adam DiMarco	382	Horror
Chasty Ballesteros	295	Horror
Léa Drucker	4	Crime
Laurent Poitrenaux	3	Crime
Jonathan Mangum	147	Horror
Angela Jones	69	Horror
Burgess Meredith	1000	Adventure
Burt Ward	356	Adventure
Michael Douglas	0	Action
Paprika Steen	278	Drama
Trine Dyrholm	141	Drama
Long Nguyen	51	Drama
Kieu Chinh	24	Drama
Cat Ly	5	Drama
Tucker Smallwood	121	Drama
Kristen Cloke	109	Drama
Elina Abai Kyzy	0	Action
Aziz Muradillayev	0	Action
Mirlan Abdulayev	0	Action
Lenore Zann	23	Action
Tim Choate	13	Action
Uday Chopra	145	Comedy
Samantha McLeod	40	Comedy
Matt Crabtree	134	Comedy
Chloe Bridges	516	Horror
Joan Fontaine	991	Drama
Betsy Palmer	309	Horror
Adrienne King	121	Horror
Amy Steel	59	Horror
Ray Milland	287	Drama
Jane Wyman	160	Drama
Frank Faylen	66	Drama
Jenni Rivera	245	Drama
Jorge Diaz	183	Drama
Vic Mignogna	578	Animation
Jean Peters	79	Crime
Will Wright	48	Crime
Walter Pidgeon	176	Drama
Barry Fitzgerald	137	Drama
Riley Keough	691	Drama
Elvis Nolasco	372	Comedy
Felicia Pearson	161	Comedy
Laura San Giacomo	531	Drama
Steven Brill	65	Drama
Zuhair Haddad	18000	Action
Ben Youcef	434	Action
Ximena Ayala	31	Comedy
Vera Wilson	24	Comedy
José Manuel Orozco Angulo	3	Comedy
Randeep Hooda	209	Comedy
Jerry Mathers	282	Comedy
Spring Byington	94	Drama
Nigel Bruce	62	Drama
Gale Sondergaard	51	Drama
Luigi Pistilli	34	Western
Enzo Petito	24	Western
Alex Huszar	61	Comedy
Regina Casé	9	Comedy
Luis Miranda	4	Comedy
Marshall Allman	330	Comedy
Eric Lange	274	Comedy
Lemmy	268	Comedy
Coyote Shivers	44	Comedy
Zoë Poledouris	3	Comedy
Déborah Révy	34	Drama
Johnny Amaro	29	Drama
Yassine Azzouz	24	Drama
Nataniel Sánchez	3	Comedy
Antonio Arrué	2	Comedy
Juan Carlos Montoya	0	Comedy
Jim Cody Williams	95	Adventure
Rich Ceraulo	387	Comedy
Errol Flynn	843	Action
Kristin Booth	134	Thriller
Michael Eisner	5	Thriller
Christie Burke	380	Action
Victor Zinck Jr.	91	Action
Chelsey Reist	63	Action
Brittney Powell	117	Adventure
Redd Foxx	586	Action
Cleavon Little	434	Action
Calvin Lockhart	148	Action
Sabrina Carmichael	500	Horror
Seregon O'Dassey	498	Horror
Deirdre Lorenz	350	Horror
Dustin Diamond	312	Horror
George Newton	68	Crime
Richard Cawthorne	511	Drama
John Jarratt	457	Drama
Susan Tyrrell	147	Action
Sarah Murphy-Dyson	14	Comedy
CindyMarie Small	4	Comedy
Brent Neale	3	Comedy
Sean Cameron Michael	412	Drama
Frank Rautenbach	48	Drama
Jeanne Neilson	25	Drama
Marilyn Norry	95	Sci-Fi
Eva Bourne	48	Sci-Fi
Iko Uwais	1000	Action
Yayan Ruhian	342	Action
Donny Alamsyah	60	Action
Matthew R. Anderson	252	Action
Piero Maggiò	12	Horror
Anella Vastola	0	Horror
Joe Marino	0	Horror
Conrad Veidt	269	Drama
Talia Zucker	12	Drama
Rosie Traynor	5	Drama
Martin Sharpe	5	Drama
Shazahn Padamsee	22	Comedy
Gauhar Khan	20	Comedy
Jesse Vint	42	Drama
Christopher Abbott	321	Drama
Gitte Witt	9	Drama
Hugh Griffith	69	Adventure
Renee Olstead	305	Horror
Heather Sossaman	142	Horror
Ursula Andress	650	Action
Jack Lord	275	Action
Andrew Robinson	266	Fantasy
Ashley Laurence	209	Fantasy
Clare Higgins	100	Fantasy
Benjamin A. Onyango	634	Drama
Robin Givens	420	Drama
Maria Canals-Barrera	295	Drama
Hiroshi Abe	43	Action
Naomi Nishida	3	Action
Sakae Kimura	3	Action
Paul Borghese	226	Adventure
Fernanda Andrade	403	Horror
Claudiu Trandafir	169	Horror
Cynthia Myers	46	Comedy
Harrison Page	44	Comedy
James Drury	356	Drama
Neville Brand	110	Drama
Debra Paget	102	Drama
Al Gore	68	Documentary
James Brown	183	Action
Richard Jaeckel	102	Action
Forrest Tucker	88	Action
Mick Jagger	543	Biography
Keith Richards	426	Biography
Albert Maysles	184	Biography
Magda Apanowicz	389	Adventure
Alex Lawther	47	Drama
Niamh Cusack	30	Drama
Rhea Perlman	365	Biography
Michael Pollan	37	Documentary
Eric Schlosser	3	Documentary
Barbara Kowalcyk	2	Documentary
Robert Amaya	264	Drama
Jason Burkey	245	Drama
Kathleen Rose Perkins	180	Comedy
Julia Garner	300	Drama
Jenny Slate	457	Comedy
Jake Lacy	313	Comedy
Michael O'Keefe	238	Crime
Misty Upham	229	Crime
Lou Adler	19	Documentary
Merry Clayton	13	Documentary
Natasha Gregson Wagner	104	Drama
Angel David	13	Comedy
Phyllis Diller	659	Documentary
Colette Divine	5	Documentary
Ella Joyce	124	Comedy
Saul Williams	38	Drama
Bonz Malone	6	Drama
Frank Gerrish	81	Crime
Rick Macy	25	Crime
Manoj Bajpayee	186	Drama
Jaya Bhaduri	97	Drama
Dian Bachar	203	Comedy
Matt Stone	194	Comedy
Olivia Crocicchia	145	Drama
Shahir Kabaha	20	Crime
Scandar Copti	13	Crime
Ranin Karim	7	Crime
Steven Yeun	7000	Drama
Venida Evans	11	Drama
Anwar Congo	3	Biography
Herman Koto	3	Biography
Syamsul Arifin	0	Biography
Alex Gibney	141	Crime
Greg D'Agostino	23	Crime
Pelé	102	Documentary
Marv Albert	7	Documentary
Ahmet Ertegun	5	Documentary
Kumar Gaurav	12	Drama
Rufus Graham	3	Drama
Aasheekaa Bathija	0	Drama
Melissa Gilbert	679	Comedy
Josh Swanson	53	Adventure
Tom Hamann	24	Adventure
Anthony Powell	9	Adventure
G.W. Krauss	20	Documentary
Brian Whitaker	8	Documentary
Jason Bateman	0	Documentary
Raquel Elizabeth Ames	891	Action
Emraan Hashmi	724	Thriller
Sunil Shetty	219	Thriller
Lena Dunham	969	Comedy
Patrick Renna	590	Crime
Patsy Kensit	231	Crime
Adrienne Frantz	73	Crime
Yul Vazquez	96	Comedy
Louis Mustillo	71	Comedy
James Lorinz	14	Comedy
James Gunn	571	Action
Will Rothhaar	386	Comedy
Emily Baldoni	261	Comedy
Hallee Hirsh	256	Comedy
Jordana Spiro	262	Crime
Jonathon Trent	61	Crime
Alexia Rasmussen	171	Drama
Meredith Hagner	150	Drama
Paul Blackthorne	645	Comedy
Ian Bohen	394	Comedy
Scott Levy	639	Action
Vanilla Ice	361	Action
Jennifer Sky	94	Action
Mariel Hemingway	288	Action
Jesse Hutch	176	Action
Heather Bucha	4	Comedy
Kenny Johnston	327	Crime
Andrea Vergara	9	Crime
Gabriel Reyes	8	Crime
Rasheed Naz	7	Comedy
Ayesha Omar	5	Comedy
Javed Sheikh	4	Comedy
Ilene Graff	442	Drama
Laura Breckenridge	228	Drama
Nicole Randall Johnson	363	Crime
James Eckhouse	131	Crime
Lauren C. Mayhew	157	Comedy
Alicia Ziegler	106	Comedy
Louise Sorel	47	Drama
Janet Hubert	149	Drama
Diane Venora	171	Drama
Russell Hodgkinson	199	Comedy
Janette Armand	37	Comedy
Kevin Hamedani	23	Comedy
Maureen McCormick	458	Horror
Tim Abell	317	Horror
Álex Angulo	90	Drama
Germán Alcarazu	0	Drama
Joseba Ugalde	0	Drama
Sticky Fingaz	207	Comedy
Chrystee Pharris	110	Comedy
Randy Jay Burrell	402	Western
Anslem Richardson	59	Horror
Jay Paulson	37	Horror
David Oakes	335	Horror
Alexander Vlahos	334	Horror
Jennie Jacques	177	Horror
Magi Avila	92	Drama
Pierre Dulat	17	Drama
Summer Napoles	0	Drama
Chloe Rose	40	Drama
Kristian Bruun	36	Drama
Angelina Armani	677	Horror
Fiona Dourif	253	Horror
Jason K. Wixom	214	Action
Shona Kay	211	Action
Jarrod Phillips	115	Action
Justin Baldoni	657	Drama
Claire Bloom	113	Drama
Monique Candelaria	696	Horror
Michael McMillian	302	Horror
David DeLuise	275	Comedy
Bruno Campos	223	Comedy
Gia Mantegna	413	Drama
Alma Martinez	56	Documentary
Robert Kennedy Jr.	28	Documentary
Eve Ensler	17	Documentary
Anamaria Marinca	131	Drama
Vlad Ivanov	60	Drama
Alexandru Potocean	27	Drama
Brian Dorton	171	Horror
Odessa Rae	109	Crime
G.J. Echternkamp	8	Crime
Patrick Wilson	0	Crime
Sarah Kazemy	144	Drama
Reza Sixo Safai	127	Drama
Sina Amedson	127	Drama
Ahna O'Reilly	282	Biography
Ariana Neal	88	Biography
Sam Edwards	16	Animation
Donnie Dunagan	12	Animation
Ann Gillis	8	Animation
Rian Bishop	140	Comedy
Adam Carolla	102	Comedy
Stana Roumillac	0	Drama
Christophe Cherki	0	Drama
Teddy Doloir	0	Drama
Janel Parrish	517	Comedy
D. David Morin	234	Drama
Hal Linden	221	Drama
Johnny Harris	146	Crime
Christopher Berry	207	Action
Michelle Tabora	175	Action
Tommy O'Reilly	1000	Mystery
Shahab Hosseini	786	Drama
Leila Hatami	712	Drama
Peyman Moaadi	620	Drama
Jo Hartley	49	Thriller
Stephen McCole	11	Thriller
Joe Cassidy	10	Thriller
Ken Leung	502	Comedy
Christina Vidal	236	Comedy
Allison Dean	159	Drama
Todd Field	143	Drama
Dorothy Lyman	86	Drama
Victor Rasuk	302	Drama
Judy Marte	68	Drama
Louise Brooks	426	Crime
Francis Lederer	20	Crime
Fritz Kortner	3	Crime
Melora Walters	188	Drama
Diane Baker	167	Drama
Norma Aleandro	24	Drama
Hilda Bernard	5	Drama
Claudia Lapacó	0	Drama
Zachary Knighton	262	Crime
Arly Jover	258	Drama
Shane Dawson	247	Comedy
Kurt Angle	217	Comedy
Cherami Leigh	152	Comedy
Stig Frode Henriksen	16	Comedy
Ane Dahl Torp	13	Comedy
Corbin Allred	214	Action
Taylor Pigeon	134	Horror
Alan Pietruszewski	93	Horror
Whit Spurgeon	37	Horror
