Movie	title_year	duration	gross	genres	plot_keywords	language	content_rating	budget	country	aspect_ratio	color	movie_imdb_link	imdb_score	num_critic_for_reviews	num_user_for_reviews	num_voted_users	facenumber_in_poster	director_facebook_likes	cast_total_facebook_likes	movie_facebook_likes
Resident Evil: Retribution	2012	96	42345531	Action	corporation|fight|rescue|umbrella|zombie	English	R	65000000	Germany	2.35	Color	http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1	5.4	239	423	104831	0	545	17913	32000
Death Race	2008	111	36064910	Action	armored car|car|murder|prison|warden	English	R	45000000	USA	2.35	Color	http://www.imdb.com/title/tt0452608/?ref_=fn_tt_tt_1	6.4	230	211	166610	4	545	28643	0
The Long Kiss Goodnight	1996	121	33328051	Action	amnesia|chase|foot chase|strong female character|vomiting	English	R	65000000	USA	2.35	Color	http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1	6.7	94	285	60508	2	212	1531	4000
Proof of Life	2000	135	32598931	Action	jungle|pipeline|prisoner|ransom|south america	English	R	65000000	USA	2.35	Color	http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1	6.2	134	265	49300	1	138	1013	892
Zathura: A Space Adventure	2005	101	28045540	Action	2000s|coke|meeting future self|reference to spongebob squarepants|sony	English	PG	65000000	USA	1.85	Color	http://www.imdb.com/title/tt0406375/?ref_=fn_tt_tt_1	6.1	136	202	67707	0	4000	32232	0
Fight Club	1999	151	37023395	Drama	anti establishment|dark humor|fighting|multiple personality disorder|surprise ending	English	R	63000000	USA	2.35	Color	http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1	8.8	315	2968	1347461	2	21000	13209	48000
We Are Marshall	2006	131	43532294	Drama	coach|football|football team|marshall university|university	English	PG	65000000	USA	2.35	Color	http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1	7.1	96	175	46951	0	368	12088	0
The Missing		60		Crime	france|journalist|limp|police detective|reporter	English			UK		Color	http://www.imdb.com/title/tt3877200/?ref_=fn_tt_tt_1	8.1	14	28	8739	0		3537	0
Hudson Hawk	1991	100	17218080	Action	blackmail|burglar|critically bashed|leonardo da vinci|prison	English	R	70000000	USA	1.85	Color	http://www.imdb.com/title/tt0102070/?ref_=fn_tt_tt_1	5.7	60	249	43376	0	36	15944	0
Lucky Numbers	2000	105	10014234	Comedy	celebrity|lottery|murder|snowmobile|weatherman	English	R	65000000	France	1.85	Color	http://www.imdb.com/title/tt0219952/?ref_=fn_tt_tt_1	5.0	60	69	8560	1	0	3580	177
I, Frankenstein	2014	92	19059018	Action	army|creature|demon|frankenstein|gargoyle	English	PG-13	65000000	Australia	2.35	Color	http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1	5.1	308	194	65709	0	72	3165	15000
Oliver Twist	2005	130	1987287	Crime	boy|character name in title|orphan|pickpocket|workhouse	English	PG-13	50000000	UK	2.35	Color	http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1	6.9	127	138	25474	0	2000	450	0
Elektra	2005	100	24407944	Action	assassin|battle|heroine|martial arts|spin off	English	PG-13	43000000	Canada	2.35	Color	http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1	4.8	196	380	71202	0	38	7048	0
Sin City: A Dame to Kill For	2014	102	13750556	Action	box office flop|female frontal nudity|female rear nudity|jackpot|rescue	English	R	65000000	USA	1.85	Black and White	http://www.imdb.com/title/tt0458481/?ref_=fn_tt_tt_1	6.5	339	239	111102	3	436	49433	32000
Random Hearts	1999	133	31054924	Drama	death|plane crash|police|police sergeant|politician	English	R	64000000	USA	1.85	Color	http://www.imdb.com/title/tt0156934/?ref_=fn_tt_tt_1	5.1	96	290	17025	1	521	16710	295
Everest	2015	121	43247140	Adventure	blizzard|mount everest|mountain|mountain climbing|snow	English	PG-13	55000000	UK	2.35	Color	http://www.imdb.com/title/tt2719848/?ref_=fn_tt_tt_1	7.1	361	265	134625	0	175	2131	40000
Perfume: The Story of a Murderer	2006	147	2208939	Crime	18th century|perfume|scent|sense of smell|smell	English	R	50000000	Germany	2.35	Color	http://www.imdb.com/title/tt0396171/?ref_=fn_tt_tt_1	7.5	226	482	190490	0	670	253	26000
Austin Powers in Goldmember	2002	94	213079163	Action	fem bot|prison|seductive fembot|spy|time travel	English	PG-13	63000000	USA	2.35	Color	http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1	6.2	194	795	162909	2	116	2725	0
Astro Boy	2009	94	19548064	Action	betrayal|futuristic|gladiator|robot|scientist	English	PG	65000000	Hong Kong	2.35	Color	http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1	6.3	138	77	25681	1	42	23365	0
Jurassic Park	1993	127	356784000	Adventure	dinosaur|jurassic park|survival|theme park|tyrannosaurus rex	English	PG-13	63000000	USA	1.85	Color	http://www.imdb.com/title/tt0107290/?ref_=fn_tt_tt_1	8.1	308	895	613473	0	14000	2129	19000
Wyatt Earp	1994	212	25052000	Adventure	historically inaccurate|name calling|penis slur|vomiting|wyatt earp	English	PG-13	63000000	USA	2.35	Color	http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1	6.6	40	145	35314	0	759	5708	0
Clear and Present Danger	1994	141	122012710	Action	cia|colombia|colombian drug cartel|drugs|president	English	PG-13	62000000	USA	2.35	Color	http://www.imdb.com/title/tt0109444/?ref_=fn_tt_tt_1	6.9	42	133	69663	1	176	14178	0
Dragon Blade	2015	103	72413	Action	child fugitive|final battle|martial art|silk road|sword	Mandarin	R	65000000	China	2.35	Color	http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1	6.1	68	86	11584	3	10	58	0
Littleman	2006	98	58255287	Comedy	diamond|infant|parody|spoof|sports violence	English	PG-13	64000000	USA	1.85	Color	http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1	4.3	78	187	39471	1	322	6334	0
U-571	2000	116	77086030	Action	battle|historically inaccurate|submarine movie|u boat|world war two	English	PG-13	62000000	France	2.35	Color	http://www.imdb.com/title/tt0141926/?ref_=fn_tt_tt_1	6.6	178	602	65297	0	84	14931	0
The American President	1995	114	65000000	Comedy	lobbyist|president|senator|state dinner|widower	English	PG-13	62000000	USA	2.35	Color	http://www.imdb.com/title/tt0112346/?ref_=fn_tt_tt_1	6.8	75	214	43027	0	0	2668	0
The Love Guru	2008	87	32178777	Comedy	bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs	English	PG-13	62000000	USA	2.35	Color	http://www.imdb.com/title/tt0811138/?ref_=fn_tt_tt_1	3.8	150	250	43300	6	12	6658	0
3000 Miles to Graceland	2001	125	15738632	Action	casino|elvis impersonator|gun|heist|rascal	English	R	42000000	USA	2.35	Color	http://www.imdb.com/title/tt0233142/?ref_=fn_tt_tt_1	5.9	113	399	38076	2	11	14536	0
The Hateful Eight	2015	187	54116191	Crime	blizzard|blood vomiting|bounty hunter|murder|shot in the crotch	English	R	44000000	USA	2.76	Color	http://www.imdb.com/title/tt3460252/?ref_=fn_tt_tt_1	7.9	596	1018	272839	1	16000	49912	114000
Blades of Glory	2007	93	118153533	Comedy	competition|fight|ice|jock strap|nintendo game boy advance	English	PG-13	61000000	USA	1.85	Color	http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1	6.3	191	246	129995	2	8	13232	0
Hop	2011	95	108012170	Adventure	drummer|easter|easter bunny|piaggio vespa gtv 250|slacker	English	PG	63000000	USA	1.85	Color	http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1	5.5	156	82	24089	0	25	2558	0
300	2006	117	210592590	Action	battle|epic|greece|spartan|warrior	English	R	65000000	USA	2.35	Color	http://www.imdb.com/title/tt0416449/?ref_=fn_tt_tt_1	7.7	460	2073	607235	0	0	32360	13000
Meet the Fockers	2004	106	279167575	Comedy	bare butt|defecation|father in law son in law relationship|nurse|sexual innuendo in title	English	PG-13	80000000	USA	1.85	Color	http://www.imdb.com/title/tt0290002/?ref_=fn_tt_tt_1	6.3	141	428	211296	6	116	24938	0
Marley & Me	2008	115	143151473	Comedy	box office hit|dog|dog movie|florida|pet name in title	English	PG	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0822832/?ref_=fn_tt_tt_1	7.1	180	320	116681	0	64	4811	11000
The Green Mile	1999	189	136801374	Crime	1930s|death row inmate|healing|prison guard|southern u.s.	English	R	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0120689/?ref_=fn_tt_tt_1	8.5	186	1377	782610	0	0	17716	30000
Wild Hogs	2007	100	168213584	Action	biker gang|friend|motorcycle|new mexico|road trip	English	PG-13		USA	2.35	Color	http://www.imdb.com/title/tt0486946/?ref_=fn_tt_tt_1	5.9	177	255	99989	3	12	1412	0
Chicken Little	2005	81	135381507	Adventure	alien invasion|chicken|fish|friend|panic	English	G	150000000	USA	1.85	Color	http://www.imdb.com/title/tt0371606/?ref_=fn_tt_tt_1	5.8	161	251	63912	0	10	2252	912
Gone Girl	2014	149	167735396	Crime	based on novel|disappearance|missing person|missing wife|murder suspect	English	R	61000000	USA	2.35	Color	http://www.imdb.com/title/tt2267998/?ref_=fn_tt_tt_1	8.1	568	1127	569841	0	21000	4348	146000
The Bourne Identity	2002	119	121468960	Action	amnesia|assassin|money|political thriller|three word title	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0258463/?ref_=fn_tt_tt_1	7.9	249	849	407601	1	218	13249	0
GoldenEye	1995	130	106635996	Action	agent|cossack|official james bond series|russia|russian	English	PG-13	58000000	UK	2.35	Color	http://www.imdb.com/title/tt0113189/?ref_=fn_tt_tt_1	7.2	137	416	199025	2	258	1784	0
The General's Daughter	1999	116	102678089	Drama	army cid|cover up|military|murder|woman in military	English	R	95000000	USA	2.35	Color	http://www.imdb.com/title/tt0144214/?ref_=fn_tt_tt_1	6.3	113	274	42705	0	165	2321	885
The Truman Show	1998	103	125603360	Comedy	controlled environment|fictional reality show|hidden camera|innocence lost|simulated reality	English	PG	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0120382/?ref_=fn_tt_tt_1	8.1	213	877	667983	1	608	3698	18000
The Prince of Egypt	1998	99	101217900	Adventure	ancient egypt|hebrew|nudity|pharaoh|title directed by female	English	PG	70000000	USA	1.85	Color	http://www.imdb.com/title/tt0120794/?ref_=fn_tt_tt_1	7.0	120	353	91093	2	59	1195	0
Daddy Day Care	2003	92	104148781	Comedy	bloopers during credits|breakfast cereal|department store ride|face painting|sponge bob square pants slippers	English	PG	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1	5.5	81	116	49486	1	41	4050	886
2 Guns	2013	109	75573300	Action	close up of breasts|female nudity|fugitive|money|undercover	English	R	61000000	USA	2.35	Color	http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1	6.7	265	172	156898	1	175	20148	22000
Cats & Dogs	2001	87	93375151	Action	cartoon on tv|cat|dog|scientist|secret agent	English	PG	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0239395/?ref_=fn_tt_tt_1	5.2	105	235	46031	0	6	4171	0
The Italian Job	2003	111	106126012	Action	gold|heist|revenge|traffic jam|venice italy	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0317740/?ref_=fn_tt_tt_1	7.0	155	497	285623	6	473	35084	0
Two Weeks Notice	2002	101	93307796	Comedy	developer|divorce|lawyer|love|new york city	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0313737/?ref_=fn_tt_tt_1	6.1	118	269	85673	2	30	2636	0
Antz	1998	83	90646554	Adventure	ant|friend|princess|soldier|worker	English	PG	105000000	USA	1.85	Color	http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1	6.6	131	289	124641	0	35	25788	0
Couples Retreat	2009	113	109176215	Comedy	couple|island|marriage|tropical|voyeurism	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt1078940/?ref_=fn_tt_tt_1	5.5	166	144	83506	6	0	8172	0
Days of Thunder	1990	107	82670733	Action	driver|hot shot|racing|stock car driver|team	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0099371/?ref_=fn_tt_tt_1	5.9	60	97	60476	0	12000	14006	0
Cheaper by the Dozen 2	2005	94	82569532	Adventure	children|competition|rival|second part|vacation	English	PG	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0452598/?ref_=fn_tt_tt_1	5.4	77	128	42737	6	163	20348	781
The Scorch Trials	2015	132	81687587	Action	desert|disease|escape|resistance|virus	English	PG-13	61000000	USA	2.35	Color	http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1	6.4	249	360	138246	0	47	2517	24000
Eat Pray Love	2010	140	80574010	Drama	divorce|emotional balance|female protagonist|indonesia|inner peace	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1	5.7	213	302	63493	1	708	20440	26000
The Family Man	2000	125	75764085	Comedy	bowling|christmas|parallel universe|salesman|unfaithfulness	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0218967/?ref_=fn_tt_tt_1	6.7	121	322	85844	1	420	16646	0
RED	2010	111	90356857	Action	cia|female assassin|interrogation|office cubicle|spy	English	PG-13	58000000	USA	2.35	Color	http://www.imdb.com/title/tt1245526/?ref_=fn_tt_tt_1	7.1	315	328	238916	4	124	24928	32000
Any Given Sunday	1999	156	75530832	Drama	breasts|coach|football|in medias res|vomiting	English	R	55000000	USA	2.35	Color	http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1	6.8	171	452	97047	5	0	20761	0
The Horse Whisperer	1998	170	75370763	Drama	grace|groom|horse|montana|western u.s.	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1	6.5	96	263	32353	0	0	20683	0
Collateral	2004	120	100003492	Crime	city by night|contract killer|driving at night|los angeles california|taxi	English	R	65000000	USA	2.35	Color	http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1	7.6	299	836	293662	0	0	13581	0
The Scorpion King	2002	100	90341670	Action	desert|king|showdown|sorceress|warrior	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1	5.5	167	432	102129	4	55	14611	0
Ladder 49	2004	115	74540762	Action	death of husband|fire|firefighter|funeral|main character dies	English	PG-13	55000000	USA	1.85	Color	http://www.imdb.com/title/tt0349710/?ref_=fn_tt_tt_1	6.5	125	323	48753	2	13	4496	0
Jack Reacher	2012	130	80033643	Action	coma|mysterious villain|police chase|shooting range|sniper	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1	7.0	387	448	226570	2	188	16385	38000
Deep Blue Sea	1999	105	73648142	Action	alzheimer's disease|experiment|human versus shark|research|underwater headquarters	English	R	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0149261/?ref_=fn_tt_tt_1	5.8	199	643	99043	1	212	3697	0
This Is It	2009	111	71844424	Documentary	2000s|box office hit|comeback|rehearsal|year 2009	English	PG	60000000	USA	1.78	Color	http://www.imdb.com/title/tt1477715/?ref_=fn_tt_tt_1	7.3	136	223	33158	0	197	679	0
Contagion	2011	106	75638743	Drama	contagion|cure|infection|panic|virus	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt1598778/?ref_=fn_tt_tt_1	6.6	436	411	180479	4	0	13634	42000
Kangaroo Jack	2003	89	66734992	Action	australia|body paint|kangaroo|mob|money	English	PG	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0257568/?ref_=fn_tt_tt_1	4.4	73	181	23476	0	18	1233	858
Coraline	2009	100	75280058	Animation	dream|new home|parallel worlds|scissors|secret door	English	PG	60000000	USA	1.85	Black and White	http://www.imdb.com/title/tt0327597/?ref_=fn_tt_tt_1	7.7	310	279	143121	1	253	647	10000
The Happening	2008	91	64505912	Sci-Fi	bee|nature|park|school|teacher	English	R	48000000	USA	1.85	Color	http://www.imdb.com/title/tt0949731/?ref_=fn_tt_tt_1	5.0	323	1264	163130	0	0	13654	6000
Man on Fire	2004	146	77862546	Action	bodyguard|journalist|kidnapping|mexico|police corruption	English	R	70000000	USA	2.35	Color	http://www.imdb.com/title/tt0328107/?ref_=fn_tt_tt_1	7.7	171	690	266310	2	12000	20454	14000
The Shaggy Dog	2006	98	61112916	Comedy	animal as human|dog movie|elevator|human becoming an animal|sheepdog	English	PG	50000000	USA	2.35	Color	http://www.imdb.com/title/tt0393735/?ref_=fn_tt_tt_1	4.4	76	83	14888	0	48	24664	747
Starsky & Hutch	2004	101	88200225	Comedy	cocaine|cop|criminal|partner|police	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1	6.1	173	308	120795	5	480	3943	0
Jingle All the Way	1996	94	60573641	Comedy	action figure|christmas|hero|karate|toy	English	PG	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0116705/?ref_=fn_tt_tt_1	5.4	81	162	68406	1	32	4530	0
Hellboy	2004	132	59035104	Action	assassin|demon|hero|nazi|superhero	English	PG-13	66000000	USA	1.85	Color	http://www.imdb.com/title/tt0167190/?ref_=fn_tt_tt_1	6.8	242	597	244566	1	0	1112	0
A Civil Action	1998	115	56702901	Drama	1980s|law firm|lawsuit|lawyer|toxic waste	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0120633/?ref_=fn_tt_tt_1	6.5	110	181	23302	1	234	4713	1000
ParaNorman	2012	92	55994557	Adventure	curse|ghost|outcast|witch|zombie	English	PG	60000000	USA	2.35	Color	http://www.imdb.com/title/tt1623288/?ref_=fn_tt_tt_1	7.0	328	176	72287	0	28	13597	12000
The Jackal	1997	124	54910560	Action	assassin|fbi|ira|jackal|russian	English	R	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1	6.3	83	227	88225	0	105	38227	0
Paycheck	2003	119	53789313	Action	anti hero|babe scientist|engineer|memory|money	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0338337/?ref_=fn_tt_tt_1	6.3	196	347	89816	0	610	3637	0
Up Close & Personal	1996	124	51045801	Drama	journalism|news anchor|newscast|newscaster|tv journalism	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1	6.1	34	54	11370	2	50	3653	829
The Tale of Despereaux	2008	93	50818750	Adventure	book|darkness|dungeon|princess|rat	English	G	60000000	UK	2.35	Color	http://www.imdb.com/title/tt0420238/?ref_=fn_tt_tt_1	6.1	118	106	31209	0	18	13403	0
Rules of Engagement		22		Comedy	fiance|fiancee|magazine editor|naivety|womanizer	English	TV-PG		USA	1.78	Color	http://www.imdb.com/title/tt0790772/?ref_=fn_tt_tt_1	7.3	8	41	26404	3		2064	0
The Tuxedo	2002	98	50189179	Action	chauffeur|hospital|secret agent|spying|tuxedo	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0290095/?ref_=fn_tt_tt_1	5.3	81	207	61966	2	11	2018	797
Under Siege 2: Dark Territory	1995	92	50024083	Action	colorado|niece|satellite|terrorist|train	English	R	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0114781/?ref_=fn_tt_tt_1	5.4	47	126	35918	1	14	2318	1000
Jack Ryan: Shadow Recruit	2014	105	50549107	Action	covert analyst|marine|russian|spy|stock market	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt1205537/?ref_=fn_tt_tt_1	6.2	313	289	99035	3	0	1411	17000
Joy	2015	124	56443482	Biography	based on real person|female inventor|mop|sales pitch|woman holding a shotgun	English	PG-13	60000000	USA	1.85	Color	http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1	6.6	315	256	75329	3	737	75793	24000
London Has Fallen	2016	99	62401264	Action	british|funeral|good versus evil|mole|sequel	English	R	60000000	UK	2.35	Color	http://www.imdb.com/title/tt3300542/?ref_=fn_tt_tt_1	5.9	225	323	69484	3	24	20276	28000
Alien: Resurrection	1997	116	47748610	Action	alien|blood|breeding|clone|scientist	English	R	75000000	USA	2.35	Color	http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1	6.3	223	656	170179	0	0	3090	0
Shooter	2007	124	46975183	Action	colonel|ethiopia|marksman|on the run|rangefinder	English	R	61000000	USA	2.35	Color	http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1	7.2	198	338	256213	0	845	1640	0
The Boxtrolls	2014	96	50807639	Adventure	chase|puppet animation|red hat|stop motion animation|troll	English	PG	60000000	USA	1.85	Color	http://www.imdb.com/title/tt0787474/?ref_=fn_tt_tt_1	6.8	219	122	40883	3	7	3151	11000
Practical Magic	1998	104	46611204	Comedy	curse|death|island|love|magic	English	PG-13	48000000	USA	2.35	Color	http://www.imdb.com/title/tt0120791/?ref_=fn_tt_tt_1	6.1	92	257	55749	1	165	4294	0
The Lego Movie	2014	100	257756197	Action	based on toy|dual personality|evil businessman|good cop bad cop|lego	English	PG	60000000	Australia	2.35	Color	http://www.imdb.com/title/tt1490017/?ref_=fn_tt_tt_1	7.8	435	471	246698	0	97	22128	64000
Miss Congeniality 2: Armed and Fabulous	2005	115	48472213	Action	bodyguard|fbi|fbi agent|female protagonist|undercover	English	PG-13	45000000	USA	2.35	Color	http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1	5.0	111	156	51252	2	11	4305	621
Reign of Fire	2002	101	43060566	Action	castle|dragon|fire breathing dragon|militia|survival	English	PG-13	60000000	USA	2.35	Color	http://www.imdb.com/title/tt0253556/?ref_=fn_tt_tt_1	6.2	138	569	107859	0	38	53024	0
